avg_accX,min_accX,max_accX,var_accX,std_accX,avg_accY,min_accY,max_accY,var_accY,std_accY,avg_accZ,min_accZ,max_accZ,var_accZ,std_accZ,avg_magnitude,min_magnitude,max_magnitude,var_magnitude,std_magnitude,avg_pressure,min_pressure,max_pressure,var_pressure,range_pressure,std_pressure,slope_pressure,kurtosis_pressure,Pressure_below_avg,Pressure_above_avg,skew_pressure,Label
-0.8963409109171135,-0.92785644531,-0.84252929687,0.0005536942463933793,0.023409102039297257,0.44640358206773195,0.39379882812,0.47961425781,0.0004011426165895636,0.019925037658606513,0.16133290713226803,0.08911132812,0.21508789062,0.0007595665708358738,0.027417804208787037,1.0148326725516497,0.95809097006,1.04797573722,0.0005485243753679548,0.023299559757648726,976.0118345466622,975.84746394436,976.3858935626,0.01938746880474512,0.5384296182400021,0.1385193054860046,-0.0017850308335013022,0.8888857082636901,0.6,0.4,1.3006660109502424,Lift up
-0.9097359254149485,-0.95068359375,-0.87158203125,0.0003775910688381406,0.019331279766399832,0.44860588152010306,0.41333007812,0.47143554687,0.0002511500627298898,0.01576581386498832,0.16664737032494845,0.13671875,0.19128417968,0.0002775210918649395,0.01657287089434914,1.0280933450761855,0.9794534008,1.07053761307,0.0005648533194090235,0.02364381714766089,975.9996499731159,975.94839638859,976.12257449835,0.0011821348413193777,0.17417810975996417,0.034204500934707026,-0.0002628934328120173,4.514675396062663,0.6,0.4,1.8218981824380336,Lift up
-0.9375940958621874,-0.9775390625,-0.87414550781,0.0004941320667547502,0.0221130020061966,0.46031188964572917,0.42626953125,0.47998046875,0.00022045475870843982,0.014770184662755356,0.19369125365874998,0.16516113281,0.2177734375,0.00016128662482028106,0.012633548820966201,1.0624016357365627,0.98757598047,1.10931750941,0.0006624406643166694,0.02560352008474689,975.9629845049071,975.88325977905,976.01842089867,0.0015640704722383039,0.13516111961996558,0.03934181072962735,-0.0013761702286018524,-1.0279092778891326,0.48,0.52,-0.47897581036644404,Lift up
-0.907538805505579,-0.93493652343,-0.88903808593,0.00010008593689064724,0.009951502434951768,0.4290681537801052,0.4140625,0.44421386718,6.0006101731997495e-05,0.00770548237009671,0.17911569695378948,0.16479492187,0.18957519531,5.657567089715155e-05,0.00748198753803338,1.0197667802727368,1.00375588474,1.0488166098,9.974781026892035e-05,0.009934678319841121,975.7781361186409,975.6824049823,975.88668917284,0.003935980424071487,0.2042841905399655,0.06240632220525837,-0.0022597455820688042,-1.1459630593503283,0.56,0.44,0.09919607036247065,Lift up
-0.900103629900851,-0.92443847656,-0.87316894531,0.00021771740766358765,0.014676554944157318,0.4448073366814893,0.42602539062,0.48608398437,0.00021114708308994708,0.014453402281994383,0.17868496508957443,0.15661621093,0.19494628906,9.435507312962856e-05,0.00966184742975737,1.0199177903078722,0.99635971856,1.05556783316,0.0002565113298179821,0.015930551964189698,975.5640580135698,975.45388137755,975.65784473707,0.0036668738114832944,0.203963359520003,0.06023175670372276,-0.0022055747741241754,-1.2577748143817675,0.55,0.45,0.01985795589894435,Lift up
-0.893962454284468,-0.93225097656,-0.85754394531,0.0004709079551610712,0.02158467734444073,0.44242826420872317,0.40954589843,0.46740722656,0.0002563316924848468,0.015924972828424918,0.1878168633601063,0.1708984375,0.21020507812,7.498082266341321e-05,0.00861296431765549,1.0152234088321281,0.9882398001,1.0474454763,0.00030517572505351596,0.01737610931097607,975.3464638105122,975.2390137552,975.46548047908,0.004804867899026723,0.22646672388009392,0.06894746030913415,-0.0025009229709650957,-1.153137388255873,0.48,0.52,0.10506703473111396,Lift up
-0.89601053217043,-0.93371582031,-0.8583984375,0.00029706820502996376,0.01714275133271926,0.44065938969645163,0.40283203125,0.46643066406,0.0002740339252599687,0.016464729694504167,0.17965206022731184,0.15502929687,0.19970703125,0.00010704656679711023,0.010290555303017089,1.0147392091743008,0.98682918851,1.05167981551,0.0002685156381067985,0.016298109497144723,975.1314291617614,975.02750099372,975.24737287418,0.00414674775069383,0.21987188046000483,0.06404809962210041,-0.002362677602629219,-0.9442475155512899,0.52,0.48,0.11622558928091596,Lift up
-0.8975697392967392,-0.92785644531,-0.87548828125,0.00020250922262026212,0.014153022130197774,0.438001549758913,0.42150878906,0.45373535156,6.974118638090234e-05,0.008305608346605134,0.18184363323336958,0.1640625,0.19213867187,6.0909160268100693e-05,0.007761900809610364,1.0152126677018476,0.99004372712,1.04738498478,0.00021906013742719276,0.014720022044035708,974.9116734541038,974.80809169622,975.0219088599,0.0039663579727108175,0.21381716368000525,0.06263581552156017,-0.002339831824658327,-1.1660255181884391,0.51,0.49,-0.009058618979586158,Lift up
-0.9065458878184781,-0.94226074218,-0.88403320312,0.00017718503555300014,0.013238546417696733,0.4293106742489129,0.41271972656,0.44873046875,9.638452664536143e-05,0.009764060054456972,0.18615457285695652,0.16516113281,0.20068359375,8.528899957004787e-05,0.009184875896107425,1.0202811010744564,0.99947191242,1.05259391541,0.00016990626540490551,0.012963774842700853,974.6988850408541,974.58161684836,974.80830055755,0.00950728229554991,0.22668370918995606,0.09697392572541487,-0.003252872276276466,-1.859838247664371,0.43,0.57,-0.18193639031462183,Lift up
-0.9015858409128571,-0.94104003906,-0.86242675781,0.0004012742031270143,0.019921460701947658,0.44001250214197796,0.41186523437,0.46740722656,0.00022283364202147258,0.014845366976958747,0.1788652021768132,0.15576171875,0.20336914062,0.00015455048453330913,0.012363338042794738,1.019194303776703,0.97681128575,1.06312098307,0.0004791290753973442,0.021768415668639005,974.474361020085,974.38584554931,974.57564359278,0.004081809204010399,0.18979804346997753,0.06353702981578918,-0.0023811621462839776,-1.2360250797819254,0.52,0.48,0.22654959409123437,Lift up
-0.9033352322012221,-0.94519042968,-0.87707519531,0.0003115567691661556,0.0175526359070805,0.4362589518191112,0.40161132812,0.46240234375,0.00020873019199786183,0.01436700969730062,0.18744303385055558,0.16088867187,0.20812988281,0.00012736883057714113,0.011222906100850449,1.020637929716778,0.98282147996,1.06913381956,0.00041458829484842266,0.020248006278125157,974.262936780043,974.15821698037,974.35921815305,0.003962058517879993,0.201001172680094,0.0625942141532195,-0.002397269276199032,-1.1809893456389973,0.51,0.49,-0.10429021868042455,Lift up
-0.906260850691889,-0.95080566406,-0.86840820312,0.0004290947232756819,0.0205991991137562,0.4308661566796667,0.41687011718,0.44860839843,7.115795407802895e-05,0.008388522524487171,0.18332383897266671,0.16357421875,0.2021484375,9.763592228616525e-05,0.009826040845895556,1.0201532346054443,0.98812805466,1.06347310859,0.0004455785926610378,0.020991134304969048,974.0472582769503,973.92782771891,974.15121128779,0.0041365624814398184,0.22338356888008093,0.06395780387169721,-0.0024421658547595206,-1.0311825369513046,0.51,0.49,-0.03878639521440122,Lift up
-0.9083916558114443,-1.07067871093,-0.73107910156,0.003188185531375899,0.0561494545627466,0.4943603515578889,0.42163085937,0.93627929687,0.020720684193437745,0.1431448719621706,0.16218532985755557,0.01013183593,0.20031738281,0.0024483641138599126,0.049205284961580685,1.056359983243111,1.00160048973,1.28847837796,0.006107460928647916,0.07771486506237361,973.8725242694973,973.77666244935,974.0409757073,0.004140288887837621,0.2643132579499934,0.0639866054574921,-0.0003448736906639501,1.3255129619112127,0.56,0.44,1.078824662323995,Lift up
-0.7047479802873864,-1.05493164062,-0.26293945312,0.04774197770199461,0.21725435606244656,0.6753609397156818,0.44348144531,1.08557128906,0.03477355490417025,0.18541413341805504,0.17131736061465908,-0.30090332031,0.330078125,0.025018614185939595,0.15727145879659304,1.0259143651147726,0.5708052453,1.48866922723,0.03635678120818393,0.18958806915832505,973.572480636714,973.41020862044,973.91758353442,0.0179891256218739,0.5073749139800157,0.1333593031618235,-0.0037785340418763505,1.0421172850879517,0.59,0.41,1.3624993570220627,Lift up
-0.8799596207830338,-1.24548339843,-0.58422851562,0.03373573089948873,0.18263810594537686,0.6183574547882021,0.34155273437,0.98486328125,0.01953658319647823,0.13898586628046494,0.07514867889617978,-0.33764648437,0.36767578125,0.049004271796498085,0.22012192530738917,1.1093413403880898,0.71631897422,1.37880112568,0.033204485423398544,0.18119437440913463,973.4333381497061,973.25873443669,973.68480096516,0.01987851934116077,0.42606652846995985,0.1401968801053008,-2.4116317679057425e-05,-1.104905981189211,0.65,0.35,0.6182231389749533,Lift up
-0.8805366603770115,-0.99475097656,-0.77954101562,0.0019865150288353476,0.04431344629744769,0.4601924501581609,0.38916015625,0.7646484375,0.010498737885057141,0.10187277721233007,0.24012072332655168,0.17895507812,0.45397949218,0.005203729726744625,0.07172110387730897,1.0271772020512642,0.95675600726,1.25999307279,0.007255921203880965,0.08469073037076082,973.1058702953093,973.01366142788,973.32210520405,0.003430843094007632,0.3084437761699519,0.05823579754683188,-1.1906712871392516e-05,6.415368243534086,0.51,0.49,1.909741029982971,Lift up
-0.8826210715518182,-0.92224121093,-0.84252929687,0.0002964724053485766,0.017120262870129733,0.4297069202728409,0.40063476562,0.45349121093,0.00023650742341904676,0.01529116866240158,0.20059065384931818,0.18981933593,0.21252441406,2.5936582430849667e-05,0.005063778089489113,1.0020254700222728,0.95305634079,1.03895067746,0.00040674834824992875,0.020053084748459696,973.0606926613301,973.04416068921,973.08591140462,8.283340898855988e-05,0.041750715409989425,0.009049426514981683,-0.0002702513268610985,1.6024363339704655,0.67,0.33,1.3295941651886676,Lift up
-0.8955262649859301,-0.92126464843,-0.85522460937,0.00021826993628085018,0.014687815146098366,0.43971429868790685,0.41625976562,0.45617675781,8.62854939410078e-05,0.009234834824945129,0.21393815860790705,0.19702148437,0.23583984375,9.161460579169096e-05,0.009515740626868415,1.020423350690349,0.97736402043,1.04512156779,0.00021712808678259231,0.014649346114671669,973.0450414262071,973.03997690318,973.05403988486,1.5516954315430084e-05,0.014062981680012854,0.00391618751007761,-5.197840624035042e-05,-0.4688095058472195,0.63,0.37,0.7430756165258082,Lift up
-0.8937974086987208,-0.90954589843,-0.87268066406,7.960883804934104e-05,0.008870352523207666,0.4337087231973254,0.42224121093,0.44409179687,3.022038048508834e-05,0.005465252117881289,0.2179934479427907,0.20324707031,0.22729492187,4.7261511501499705e-05,0.006834614769113175,1.0171423444712793,0.9952267782,1.03464577521,7.580434365760276e-05,0.008655801395660544,973.0435192054305,973.03627181001,973.05629605599,2.229272312678126e-05,0.02002424597992558,0.004693986090307974,-1.7966969599474285e-05,2.0788928245140994,0.57,0.43,1.3840629158662427,Lift up
-0.7259655463940243,-1.02111816406,-0.47302246093,0.020761467794867962,0.1432071198063254,0.5610277129343902,0.34899902343,0.74108886718,0.01234860749439395,0.11044462286626756,0.19834490519939027,-0.03991699218,0.51513671875,0.02223555852928009,0.14820389057430997,0.9534269207974391,0.64518480399,1.19537386393,0.027097015827048817,0.16360490339388925,973.0082822368447,972.94635420598,973.16392853762,0.0028444456877661354,0.2175743316399803,0.053007144100773874,0.0004053260206603257,1.2618643387940942,0.52,0.48,1.118727938340095,Stairs down 
-0.7845112364932099,-1.44677734375,-0.46374511718,0.04987568342528901,0.2219457912356056,0.5713011188240741,0.35681152343,0.83276367187,0.017978495584832162,0.1332536635489507,0.1256103515602469,-0.08947753906,0.43566894531,0.015334228425723587,0.12306468609506797,0.9896164295792594,0.67250816318,1.67225496484,0.061197040354208546,0.24584857399930127,973.0607401251717,972.97970621151,973.20387501032,0.003117907844835001,0.22416879880995566,0.0554924783677265,0.0009437794464311792,1.3955681288430277,0.58,0.42,1.2180865504134364,Stairs down 
-0.8154658564776543,-1.17614746093,-0.59143066406,0.020276007594285682,0.14151214263403247,0.5652382933030864,0.33203125,0.86181640625,0.019283829606302236,0.13800636809891803,0.1028721185348148,-0.29821777343,0.30163574218,0.027209754664573527,0.16393239999304599,1.0188536340387655,0.77563945323,1.46961118429,0.02323091379734441,0.15147314082846147,973.1061717572063,973.03300127668,973.21440481223,0.0017891052359762106,0.18140353554997546,0.04203590747222595,-2.390829413700472e-05,0.6750426169384065,0.47,0.53,0.6306199158196621,Stairs down 
0.4527889298787654,-0.46728515625,0.96716308593,0.156226774873516,0.3928079037618688,0.2882697964862963,-0.13171386718,0.75927734375,0.03637780998714958,0.18954867771070347,-0.7262204017144444,-1.19165039062,-0.24084472656,0.09220035762322257,0.3017649442913852,1.0118796277067903,0.64538980579,1.53804344966,0.07381308623711463,0.2700033584374843,973.0604311133277,972.83135847801,973.62987092345,0.024236620589299946,0.7985124454399966,0.15471717115808586,-0.0005422747872675079,4.582263496836144,0.64,0.36,1.7445561349744239,Stairs down 
-0.024816894531625004,-1.21020507812,0.82360839843,0.2907131315746914,0.5357977392916171,0.291682434079625,-0.10913085937,0.703125,0.04416097717282371,0.20882759625625014,-0.666381835934,-1.09094238281,-0.05871582031,0.07461074183285987,0.27143711529551207,0.8992146264875001,0.19621381693,1.67102758375,0.1271277137483822,0.354314291733381,973.1516927567209,973.01709090402,973.39090077585,0.013061086668381496,0.3738098718299625,0.11356858317786098,0.0018979525798042678,-0.24837222862699182,0.69,0.31,0.9696881282604346,Stairs down 
-0.7459167480425,-1.6484375,-0.14001464843,0.2096668858706049,0.4550231310573368,0.55075836181225,0.10766601562,1.19030761718,0.0931418987370198,0.3032781314285734,-0.07798614501675001,-0.82373046875,0.90185546875,0.15320529354574539,0.3889604444881556,1.0521096131858751,0.2230977817,1.81496164856,0.2118356161524632,0.4573703870503177,973.2276119460166,973.01358095948,973.43152454552,0.008775887997769075,0.41794358603999626,0.09309237024481094,0.0011611769066421365,0.5757489134145755,0.47,0.53,0.02160865166814762,Stairs down 
-1.0632030631887341,-1.89892578125,-0.60668945312,0.12120806797036128,0.3459389955309524,0.37545892256468355,-0.02172851562,1.27416992187,0.06752194778077932,0.25819999918865727,0.017652294303544303,-0.59143066406,0.54895019531,0.11217290560896288,0.3327957262516769,1.187065121414684,0.63037173199,2.35175985794,0.16079128806963047,0.3984419095793707,973.322884376815,973.2243014401,973.54908018326,0.006894004583942584,0.3247787431599818,0.08250296178400618,0.0005279575176658247,1.7520024445323275,0.65,0.35,1.4884987738546247,Stairs down 
-1.119446573373924,-1.63024902343,-0.74987792968,0.05225768183774452,0.22714795221227235,0.2485938736117722,0.00085449218,0.46154785156,0.014989721798248427,0.12165516217714128,-0.05586648289012657,-0.224609375,0.05261230468,0.00652513171052276,0.08026540417011611,1.1582405327473413,0.74998587356,1.66899586037,0.05003149266815647,0.22225701931408676,973.3830936593797,973.34746802206,973.45046475594,0.0006845314345843447,0.10299673387999064,0.025997432175432027,-8.350067988528229e-05,1.0151021997928655,0.52,0.48,0.9267254212802424,Stairs down 
-0.7053778925992403,-1.02502441406,-0.23754882812,0.043308093302480706,0.20678464544010777,0.6537282436665822,0.23693847656,1.0078125,0.030845760109270693,0.1745144906581103,0.05405242533645569,-0.21142578125,0.4033203125,0.04221863065628923,0.20416713156139282,0.9975769792941772,0.62592788007,1.49299308741,0.04818983557287792,0.21812803041845377,973.4477226379896,973.22809564379,973.73882098386,0.01862446049039226,0.5107253400700529,0.1356049697686516,-0.0013462755939454769,-0.15151145781414854,0.61,0.39,0.5183715128978937,Stairs down 
-0.90045013427375,-1.25158691406,-0.61022949218,0.025912909943190048,0.15996561683343133,0.5365905761686249,0.30456542968,0.880859375,0.03362253553572415,0.18221485625910858,0.18929595946924999,-0.06323242187,0.39221191406,0.016062869374175975,0.12594476371409324,1.079514525737625,0.71353486097,1.53162163486,0.044429950032847255,0.2094625877273473,973.411236178125,973.28855005783,973.48220216156,0.0020507792405765044,0.19365210373007358,0.04500160552768421,0.0012640934325230297,0.843966401377541,0.46,0.54,-0.969126665012645,Stairs down 
-0.8207046508751251,-1.02465820312,-0.50073242187,0.019469480233061845,0.13865825518211516,0.6121078491175,0.40966796875,0.93005371093,0.01710941651703837,0.12998287891324528,0.18342437743824996,-0.03454589843,0.40478515625,0.01606283553522972,0.12594463105285333,1.05683424610775,0.67920667807,1.24841485844,0.017176437513719466,0.13023721451565973,973.5471942314376,973.38641939013,973.73382914089,0.009748327551742481,0.3474097507599936,0.0981145934983461,0.0019271138324791527,-0.7800519186638284,0.64,0.36,0.5926716014078542,Stairs down 
-0.8064132690398751,-1.02502441406,-0.62475585937,0.011413540924767478,0.10616436154947612,0.57700195312075,0.36596679687,0.83251953125,0.011462518837004216,0.10639190453949804,0.19491424560212503,-0.06958007812,0.44580078125,0.020114426651913042,0.14093614269861413,1.024316519005125,0.7333759858,1.19957300476,0.014636913171378099,0.12022458881915908,973.4043442947004,973.29051063071,973.55714625822,0.004040533687767959,0.266635627510027,0.06316666064207335,0.0014956718308072588,0.9443921928724746,0.54,0.46,0.7927092710578798,Stairs down 
