avg_accX,min_accX,max_accX,var_accX,std_accX,avg_accY,min_accY,max_accY,var_accY,std_accY,avg_accZ,min_accZ,max_accZ,var_accZ,std_accZ,avg_magnitude,min_magnitude,max_magnitude,var_magnitude,std_magnitude,Label,var_pressure,range_pressure,std_pressure,slope_pressure,kurtosis_pressure,skew_pressure
-0.9739311373928061,-1.02185058593,-0.9306640625,0.00026709088780175967,0.01630117109874399,0.2654493682202551,0.23840332031,0.34375,0.0009630917176809314,0.030954450155469687,0.08134678431596938,-0.00769042968,0.119140625,0.001089516874249187,0.032923519172267886,1.0137678270475,0.98300614624,1.07621819038,0.00020623613615281664,0.014324242073085873,Null,1.0225862219099115e-05,0.01325046974000088,0.0031896221488877234,-2.0248363380171588e-05,-0.3019414390816766,0.2089185820872144
-0.9766833496052,-1.03051757812,-0.89233398437,0.0005506956981705752,0.023408165662429047,0.27854553222260003,0.13049316406,0.5234375,0.008653404589504183,0.09279082695265013,0.05589233398135,-0.13305664062,0.20361328125,0.004179144670661582,0.06448448609788461,1.0232598522286,0.97252261151,1.10514007777,0.0008819451927021514,0.029623225123855786,Null,9.055792282707196e-06,0.013130248960010249,0.003001751708801656,-1.4029847886013367e-05,-0.28071382822245594,0.0005868003018999653
-0.9771868896446501,-1.01037597656,-0.93188476562,0.0002009171004200048,0.014139042220670564,0.2630285644495,0.13891601562,0.34204101562,0.0014606592508200006,0.03812290590400869,-0.056438598630300006,-0.1552734375,0.01879882812,0.0017293493347458608,0.04148135229319473,1.01509086408805,0.97832635659,1.05754959158,0.00022921319376889706,0.015101891530535259,Null,7.538513364931531e-06,0.010350213009928666,0.0027387626399720867,-1.373107170762046e-05,-0.5813488530828481,-0.48734956421519837
-1.3630261230425997,-1.81970214843,-0.88537597656,0.05805344740205121,0.24033971824282593,0.22426818847410004,-0.07934570312,0.62646484375,0.032660434188361086,0.18026960924520607,0.26702453612974997,-0.11218261718,0.47644042968,0.02274132761433691,0.15042480173251094,1.42731084291175,0.9577262768,1.8862643988,0.0571013757389432,0.2383607955605294,stairs up,0.001541104393176942,0.14321953690000555,0.039158637249156886,-0.0006627249712403027,-1.060772728277103,-0.25276122697838127
-1.285102539058,-1.68395996093,-0.77478027343,0.027314875090009474,0.16485842627709216,0.21421630859139998,-0.01696777343,0.59680175781,0.02585731799248754,0.1603995991345524,0.255932617184,-0.04418945312,0.43408203125,0.015470089025661878,0.12406747591747633,1.3429638306599998,0.83868692257,1.7484233813,0.027764711091469045,0.1662103713250521,stairs up,0.0023720114128896424,0.17914796984996428,0.048581388986166235,-0.0008368186714362898,-1.0034654505619647,-0.014609727997277876
-1.111323242184,-1.51391601562,-0.58251953125,0.053932295947477706,0.23165196840894817,0.22128662109019998,0.02587890625,0.51818847656,0.012399383699319113,0.11107378980129613,0.1788378906226,-0.12805175781,0.5185546875,0.02431403509870134,0.15553927132145062,1.1638568804914,0.65088033711,1.55809873593,0.05187915207882991,0.22719981584155338,stairs up,0.0007731121439755482,0.08531029192999995,0.027735294901184492,-0.00044929875088344423,-1.2170705279447942,-0.5036439522156966
-1.1120825195276,-1.41345214843,-0.8037109375,0.01708584615927926,0.13038564694199614,0.251022949215,0.02575683593,0.66918945312,0.022253936792669654,0.14880412329201873,0.1139575195296,-0.12731933593,0.44274902343,0.022864671932580224,0.1508321867935267,1.1634503557971998,0.81458763457,1.51140432513,0.021108612797112992,0.14492435866039713,stairs up,5.080204820534216e-05,0.023443341299980602,0.007109714337743497,-2.260161040008011e-06,-1.2277790202535515,-0.22389908366790737
-1.1120874023406,-1.50366210937,-0.9326171875,0.016291846755794846,0.12732002011473242,0.254458007809,0.05480957031,0.49841308593,0.01733927166034364,0.13134905900706684,0.10630126952920001,-0.16528320312,0.27917480468,0.01637696602172461,0.12765218835419934,1.1583949067794002,0.96295760813,1.58593213028,0.02077036386675365,0.14375851991245558,stairs up,4.678584288450842e-05,0.05112750547004907,0.006822896281645052,4.369370200714785e-05,24.680102710745565,4.2719021936522585
-1.099072265622,-1.81372070312,-0.37646484375,0.11233207568432221,0.3343208269101711,0.23557861327840002,-0.34130859375,1.22009277343,0.08056896476215084,0.28313622152303314,0.0865405273432,-0.80236816406,0.53466796875,0.10406271621002235,0.3217800531869125,1.212649889542,0.49994744084,1.89461735795,0.09638751179171585,0.30968625128144983,stairs up,0.001228767871313852,0.13517741590999321,0.034966041125029906,-0.0005505461475335814,-0.44403730868449065,0.41622683429361323
-1.3783569335902002,-2.12072753906,-0.77856445312,0.06947738276646455,0.2629258371720669,0.155212402343,-0.46130371093,0.74145507812,0.08064130757143359,0.2832633068958569,0.2846582031216,-0.17102050781,0.58654785156,0.023106825914544937,0.1516287960282354,1.4521725419824,0.84204995229,2.20622939337,0.06888775457809747,0.26180778408062466,stairs up,0.0023471651081344706,0.15550217808004163,0.048326279420143635,-0.0008321994396757714,-1.278705942476493,-0.09995519222127795
