avg_accX,min_accX,max_accX,var_accX,std_accX,avg_accY,min_accY,max_accY,var_accY,std_accY,avg_accZ,min_accZ,max_accZ,var_accZ,std_accZ,avg_magnitude,min_magnitude,max_magnitude,var_magnitude,std_magnitude,Label
-0.5880599285451256,-0.73803710937,-0.45739746093,0.0029714827891708724,0.054374173233746104,0.7631909547705528,0.53186035156,0.96875,0.004277756063323108,0.06524001687383571,-0.27809089391939695,-0.43115234375,0.02709960937,0.006587186027058829,0.08095730102799208,1.0078376819559296,0.83383521325,1.15129722013,0.0036579418396155356,0.06032876778396054,Null
-0.33393798827939997,-0.63562011718,0.09252929687,0.07366495688806757,0.27073350753762865,0.22712097167934997,-0.53625488281,1.1005859375,0.3951360001343479,0.6270249756857188,-0.48218261718604993,-1.07995605468,0.08935546875,0.20248324425086284,0.4488550189422065,1.02747897714745,0.78599087399,1.27221954936,0.007852586832245951,0.08839300819682924,Null
-0.8330578613242,-1.10900878906,0.0185546875,0.08995544748520932,0.29917498265694487,0.21518920898155003,-0.5068359375,0.55004882812,0.05037971404096793,0.22389241941334925,-0.34023620605094995,-0.86596679687,-0.17504882812,0.05314403845408335,0.22995286095592057,1.0199455929815497,0.73546240833,1.3163694269,0.008316847460817572,0.09096847378907423,Null
-0.9661071777309,-1.02380371093,-0.93115234375,0.00027882719608560396,0.016656321926078875,0.25200134276945,0.16333007812,0.30590820312,0.001028327471253865,0.03198727612500939,-0.18052734374645,-0.29064941406,-0.12475585937,0.001536439495491802,0.03909932605575629,1.0159000262093998,0.98766548212,1.07350208304,0.00023556824257342415,0.015309813890461144,Null
-0.9644207763636998,-0.97619628906,-0.94982910156,2.4516060956985103e-05,0.0049389756683142485,0.24464416503530004,0.20068359375,0.28662109375,0.00022459882848111347,0.01494910814526097,-0.19387817382485,-0.26184082031,-0.14990234375,0.0003520327821220183,0.018715571543808332,1.0139569962419,0.99913890093,1.02426013208,3.6481767240430495e-05,0.006024894887400804,Null
-0.926422729489,-1.19763183593,0.31274414062,0.08119288071807461,0.28423039301679937,0.3356689453088,0.04602050781,0.74816894531,0.03305003511244471,0.1813416249427651,-0.21520568847394997,-0.88427734375,0.21166992187,0.05491879033829492,0.23376098131767722,1.0809749619146,0.79621401656,1.40602316616,0.017140936947445444,0.13059568240454283,Null
-0.3337585449199,-0.76013183593,0.47180175781,0.14341075482269133,0.3777481979421979,0.6183862304654499,-0.01110839843,0.94995117187,0.09491024615737227,0.307303912969857,-0.1200390625001,-1.00720214843,0.50244140625,0.302037040643678,0.5482032975461381,1.0095937324721,0.61222005256,1.53698721258,0.02671599963196819,0.16304115932428948,Null
-0.6541149902310499,-0.869140625,-0.44177246093,0.009085533605520089,0.09507947169338125,0.7416491699184499,0.60693359375,0.9091796875,0.006366996787597847,0.07959372967552066,0.23151916503555,0.04174804687,0.3623046875,0.005789911911403767,0.07590100362871856,1.02539776796715,0.94485948284,1.11110780942,0.0012127467396763267,0.03473734310476184,Null
-0.60674682616815,-0.623046875,-0.58764648437,6.732358255698294e-05,0.008184556472051375,0.80224975585555,0.79052734375,0.82080078125,4.584075069104043e-05,0.006753632129275716,0.1826831054647,0.13696289062,0.20922851562,0.0003291513512628326,0.018097115640524554,1.0225132856122,1.01303937873,1.03191115397,2.631528853235777e-05,0.005117002256174603,Null
-0.65205322265225,-0.74987792968,-0.57861328125,0.0012914280136209777,0.03584649039380108,0.7717956542927001,0.68444824218,0.82116699218,0.0009410099393601934,0.030599099491053532,0.16199707030845,0.01745605468,0.24731445312,0.004230730701289651,0.06488125343874919,1.0263768297468001,1.0078348039,1.0421184474,6.677800905297231e-05,0.008151326211587134,Null
