Time,Timestamp,X,Y,Z,Magnitude,Pressure
16:07:42.424,0.35073852539,-0.19396972656,0.09680175781,-0.90747070312,0.93300477606,954.74360698453
16:07:42.441,0.36779785156,-0.19396972656,0.09680175781,-0.90747070312,0.93300477606,954.68373823731
16:07:42.458,0.38500976562,-0.19396972656,0.09680175781,-0.90747070312,0.93300477606,954.68373823731
16:07:42.478,0.40502929687,-0.19396972656,0.09680175781,-0.90747070312,0.93300477606,954.68373823731
16:07:42.504,0.43057250976,-0.22595214843,0.2119140625,-0.91101074218,0.96223828423,954.68373823731
16:07:42.520,0.44744873046,-0.22595214843,0.2119140625,-0.91101074218,0.96223828423,954.67989981085
16:07:42.538,0.46502685546,-0.22595214843,0.2119140625,-0.91101074218,0.96223828423,954.67989981085
16:07:42.558,0.48504638671,-0.22595214843,0.2119140625,-0.91101074218,0.96223828423,954.67989981085
16:07:42.581,0.50848388671,-0.31799316406,0.3125,-0.94384765625,1.04385070800,954.67989981085
16:07:42.598,0.52532958984,-0.31799316406,0.3125,-0.94384765625,1.04385070800,954.67989981085
16:07:42.618,0.54507446289,-0.31799316406,0.3125,-0.94384765625,1.04385070800,954.67989981085
16:07:42.638,0.56506347656,-0.31799316406,0.3125,-0.94384765625,1.04385070800,954.67989981085
16:07:42.664,0.59051513671,-0.36193847656,0.32177734375,-0.94360351562,1.06062609550,954.67989981085
16:07:42.681,0.60748291015,-0.36193847656,0.32177734375,-0.94360351562,1.06062609550,954.68337321586
16:07:42.698,0.62493896484,-0.36193847656,0.32177734375,-0.94360351562,1.06062609550,954.68337321586
16:07:42.718,0.64508056640,-0.36193847656,0.32177734375,-0.94360351562,1.06062609550,954.68337321586
16:07:42.744,0.67059326171,-0.34484863281,0.31579589843,-0.97680664062,1.08295837509,954.68337321586
16:07:42.761,0.68753051757,-0.34484863281,0.31579589843,-0.97680664062,1.08295837509,954.71975675810
16:07:42.778,0.705078125,-0.34484863281,0.31579589843,-0.97680664062,1.08295837509,954.71975675810
16:07:42.798,0.72506713867,-0.34484863281,0.31579589843,-0.97680664062,1.08295837509,954.71975675810
16:07:42.822,0.74850463867,-0.32751464843,0.259765625,-1.01733398437,1.09986929252,954.71975675810
16:07:42.838,0.76544189453,-0.32751464843,0.259765625,-1.01733398437,1.09986929252,954.71975675810
16:07:42.858,0.78506469726,-0.32751464843,0.259765625,-1.01733398437,1.09986929252,954.71975675810
16:07:42.878,0.80505371093,-0.32751464843,0.259765625,-1.01733398437,1.09986929252,954.71975675810
16:07:42.904,0.83053588867,-0.31945800781,0.21704101562,-1.00073242187,1.07267217797,954.71975675810
16:07:42.921,0.84756469726,-0.31945800781,0.21704101562,-1.00073242187,1.07267217797,954.67814820718
16:07:42.938,0.86502075195,-0.31945800781,0.21704101562,-1.00073242187,1.07267217797,954.67814820718
16:07:42.958,0.88507080078,-0.31945800781,0.21704101562,-1.00073242187,1.07267217797,954.67814820718
16:07:42.984,0.91055297851,-0.27294921875,0.30029296875,-1.02111816406,1.09879909359,954.67814820718
16:07:43.001,0.92749023437,-0.27294921875,0.30029296875,-1.02111816406,1.09879909359,954.68832875218
16:07:43.018,0.94491577148,-0.27294921875,0.30029296875,-1.02111816406,1.09879909359,954.68832875218
16:07:43.038,0.96505737304,-0.27294921875,0.30029296875,-1.02111816406,1.09879909359,954.68832875218
16:07:43.062,0.98849487304,-0.19714355468,0.33081054687,-1.03698730468,1.10618437394,954.68832875218
16:07:43.079,1.00570678710,-0.19714355468,0.33081054687,-1.03698730468,1.10618437394,954.68832875218
16:07:43.098,1.02505493164,-0.19714355468,0.33081054687,-1.03698730468,1.10618437394,954.68832875218
16:07:43.118,1.04507446289,-0.19714355468,0.33081054687,-1.03698730468,1.10618437394,954.68832875218
16:07:43.144,1.07055664062,-0.18359375,0.31579589843,-0.99951171875,1.06416981277,954.68832875218
16:07:43.161,1.08746337890,-0.18359375,0.31579589843,-0.99951171875,1.06416981277,954.67131372908
16:07:43.178,1.10498046875,-0.18359375,0.31579589843,-0.99951171875,1.06416981277,954.67131372908
16:07:43.198,1.12506103515,-0.18359375,0.31579589843,-0.99951171875,1.06416981277,954.67131372908
16:07:43.224,1.15054321289,-0.19091796875,0.32446289062,-0.98937988281,1.05858319970,954.67131372908
16:07:43.241,1.16754150390,-0.19091796875,0.32446289062,-0.98937988281,1.05858319970,954.67456224197
16:07:43.258,1.18493652343,-0.19091796875,0.32446289062,-0.98937988281,1.05858319970,954.67456224197
16:07:43.278,1.205078125,-0.19091796875,0.32446289062,-0.98937988281,1.05858319970,954.67456224197
16:07:43.302,1.228515625,-0.18481445312,0.31176757812,-0.99182128906,1.05596632251,954.67456224197
16:07:43.318,1.24560546875,-0.18481445312,0.31176757812,-0.99182128906,1.05596632251,954.67456224197
16:07:43.338,1.26507568359,-0.18481445312,0.31176757812,-0.99182128906,1.05596632251,954.67456224197
16:07:43.358,1.28509521484,-0.18481445312,0.31176757812,-0.99182128906,1.05596632251,954.67456224197
16:07:43.384,1.310546875,-0.17895507812,0.22766113281,-1.00146484375,1.04249045302,954.67456224197
16:07:43.401,1.32751464843,-0.17895507812,0.22766113281,-1.00146484375,1.04249045302,954.65883453432
16:07:43.418,1.34503173828,-0.17895507812,0.22766113281,-1.00146484375,1.04249045302,954.65883453432
16:07:43.438,1.36508178710,-0.17895507812,0.22766113281,-1.00146484375,1.04249045302,954.65883453432
16:07:43.464,1.39059448242,-0.18981933593,0.03845214843,-0.990234375,1.00899656364,954.65883453432
