Time,Timestamp,X,Y,Z,Magnitue
16:18:13,0.15283203125,0.38903808593,0.427734375,-0.86010742187,1.03638414935
16:18:13,0.23480224609,0.38366699218,0.43811035156,-0.87219238281,1.04874238670
16:18:13,0.31475830078,0.38952636718,0.43884277343,-0.87268066406,1.05161081772
16:18:13,0.39273071289,0.40673828125,0.45483398437,-0.88745117187,1.07697704954
16:18:13,0.47473144531,0.36901855468,0.51220703125,-0.9287109375,1.12295803216
16:18:13,0.55471801757,0.3388671875,0.74963378906,-1.02612304687,1.31518451017
16:18:13,0.63269042968,0.50207519531,0.93017578125,-1.25915527343,1.64401292221
16:18:13,0.71469116210,0.73449707031,0.68493652343,-1.36999511718,1.69867907756
16:18:14,0.79257202148,0.77404785156,0.2568359375,-1.15478515625,1.41373389730
16:18:14,0.87466430664,0.59240722656,-0.22241210937,-0.38452148437,0.74045272666
16:18:14,1.03253173828,0.07434082031,0.20886230468,-0.04028320312,0.22532810818
16:18:14,1.11462402343,0.20666503906,0.70910644531,-0.11889648437,0.74811681116
16:18:14,1.19461059570,0.3642578125,1.16345214843,-0.35034179687,1.26848099327
16:18:14,1.27249145507,0.53271484375,1.36706542968,-0.73559570312,1.64126598461
16:18:14,1.35458374023,0.73205566406,1.21179199218,-1.19982910156,1.85578425485
16:18:14,1.4345703125,0.94494628906,0.87353515625,-1.51013183593,1.98405779158
16:18:14,1.51245117187,0.99206542968,0.56994628906,-1.46813964843,1.86130777049
16:18:14,1.59454345703,0.79724121093,0.30224609375,-1.17553710937,1.45218240766
16:18:14,1.67453002929,0.49377441406,0.06176757812,-0.83483886718,0.97189728873
16:18:14,1.75241088867,0.22094726562,-0.06713867187,-0.55810546875,0.60399255765
16:18:15,1.83450317382,0.03112792968,-0.03967285156,-0.35717773437,0.36071985957
16:18:15,1.91448974609,-0.03234863281,0.15026855468,-0.20617675781,0.25716906508
16:18:15,1.99237060546,0.03283691406,0.49426269531,-0.11804199218,0.50922272810
16:18:15,2.07446289062,0.18933105468,0.94348144531,-0.13732910156,0.97204051770
16:18:15,2.15249633789,0.35314941406,1.31652832031,-0.34130859375,1.40515226328
16:18:15,2.23443603515,0.54833984375,1.42687988281,-0.77514648437,1.71391798416
16:18:15,2.31442260742,0.84460449218,1.21472167968,-1.26831054687,1.94872192747
16:18:15,2.39245605468,1.02551269531,0.83117675781,-1.46081542968,1.96888618528
16:18:15,2.47439575195,0.90148925781,0.43762207031,-1.27844238281,1.62438015395
16:18:15,2.55438232421,0.59240722656,0.10302734375,-0.95263671875,1.12653347644
16:18:15,2.63241577148,0.30651855468,-0.05725097656,-0.61926269531,0.69333800162
16:18:15,2.71435546875,0.1201171875,-0.07678222656,-0.34716796875,0.37529887766
16:18:16,2.79434204101,0.04150390625,0.05065917968,-0.12121582031,0.13777591159
16:18:16,2.87237548828,0.099609375,0.38635253906,-0.01904296875,0.39944079246
16:18:16,2.95425415039,0.25598144531,0.86181640625,-0.12451171875,0.90761070208
16:18:16,3.03430175781,0.40087890625,1.28271484375,-0.40625,1.40395880650
