avg_accX,min_accX,max_accX,var_accX,std_accX,avg_accY,min_accY,max_accY,var_accY,std_accY,avg_accZ,min_accZ,max_accZ,var_accZ,std_accZ,avg_magnitude,min_magnitude,max_magnitude,var_magnitude,std_magnitude,Label,var_pressure,range_pressure,std_pressure,slope_pressure,kurtosis_pressure,skew_pressure
-0.5814793904577603,-1.25170898437,-0.2109375,0.1087476436313055,0.3289091814681663,0.6617247263554688,0.11328125,1.16674804687,0.11727219918456608,0.3415573253210649,-0.026759465534375,-0.47253417968,0.36804199218,0.054006749440521765,0.23178754126826082,1.0217020937936978,0.73997812188,1.30544348189,0.011466638026563846,0.106803164529469,Null,0.033148047973378995,0.6306069245899835,0.18159130455554393,-0.0009988882698178396,0.9100955926058192,1.4050198215799652
-0.9362603759728,-1.40466308593,-0.03637695312,0.1435135805269994,0.3778835966595592,0.347723388669,0.03479003906,1.0498046875,0.07280348379845826,0.2691458087718736,0.027414550779200006,-0.54846191406,0.24743652343,0.0389039789537898,0.19674719580980274,1.1030054254157,0.59428378003,1.47421407895,0.03574932040560373,0.188601627255906,Null,0.01043839160178766,0.5014094023299549,0.10191270599772495,0.00019046319923808603,1.654907870370872,0.9030801259720171
-1.14783203124565,-1.53295898437,-0.84350585937,0.027017332476986,0.16395806114552913,0.17942749023085,-0.15966796875,0.48315429687,0.01983134445669122,0.14047130573326272,0.1389788818324,-0.1572265625,0.37316894531,0.014560918708309068,0.12036658221768833,1.18449466944895,0.85195739584,1.53563265894,0.027238845739683968,0.16462882952565006,Null,0.0002467967293392924,0.0845847723900306,0.01567044178358083,4.807083536887913e-05,5.228620414354326,1.9280501826383993
-1.12111206054305,-1.44348144531,-0.85925292968,0.02188355056347581,0.14756060724549228,0.21461914062155,-0.0224609375,0.45983886718,0.020104066726471755,0.14143389407366042,0.056802978514099996,-0.29968261718,0.35827636718,0.01837671808034556,0.1352214276287003,1.1584647941116,0.86420924163,1.4987485851,0.02432365897680941,0.15557005072289898,Null,0.00025228589670017726,0.06245229845001177,0.015843751677449263,-2.2808649478203968e-05,0.6805511589777673,1.2571441734137099
-1.0613732910118001,-1.37268066406,-0.85034179687,0.012597427402410134,0.11195731447921606,0.1362164306613,-0.107421875,0.42492675781,0.01429858836337315,0.11927738855942598,0.1004516601547,-0.12817382812,0.51818847656,0.01908764512630691,0.1378122160792554,1.0892903905509501,0.86996431217,1.42198136214,0.014431057812760441,0.11982863816173761,Null,0.008901949892977648,0.41238384861003397,0.09411397422015903,-0.0004894616495965971,0.4915265882784752,0.9778104286405214
-1.1841711425746,-1.40881347656,-0.93115234375,0.014545851123483135,0.12030428865117701,0.20489990234010003,-0.107421875,0.51684570312,0.0308909375521793,0.17531823312028444,0.11120910644205001,-0.06811523437,0.27429199218,0.007049818499571482,0.08375302625621132,1.2213768140126,0.9360119852,1.45345482108,0.017161389518645962,0.1306735725808885,Null,0.00016768893992080832,0.05290616832996875,0.012917062174550539,-3.358273639655697e-05,-0.5001637623495085,-0.07189669441840167
0.22927734374784997,-1.53466796875,0.99084472656,0.4975648193231413,0.7036170799707221,-0.08416809081975,-0.84594726562,0.93103027343,0.24149903295321554,0.4901954077594459,-0.3924218749977,-1.0888671875,0.19641113281,0.1459387693799907,0.381063086027879,1.0179222620960002,0.4185621025,1.56319435427,0.0583509273595018,0.24095471093693996,Null,0.003967984336720347,0.30694985896002436,0.06283426147442767,0.00024834655793658954,3.528172373768519,1.7759073642660557
0.04346435546804997,-1.28503417968,1.07470703125,0.47311353348173996,0.6861107533148939,0.28578430175475006,-0.30383300781,1.10290527343,0.07384636255268716,0.2710666536848893,-0.6109088134721001,-1.08251953125,-0.02185058593,0.10401194727285461,0.32170155041045473,1.0262703035326002,0.39822017128,1.46936401255,0.051515219983221665,0.22640151033795147,Null,0.015588676105193643,0.45029850510002234,0.12454209218038564,-0.0012540167738899278,-1.267756362603252,0.3755382756833476
-0.3457110595693,-1.48693847656,1.1005859375,0.9212145832373242,0.9573967361136853,0.279553222653,-0.00854492187,0.86340332031,0.03623966326046702,0.18989066576365646,-0.021538696288850002,-0.3466796875,0.39807128906,0.049453189278384005,0.22182408194781758,1.0755836626908999,0.61481587541,1.63520256137,0.043339436774295144,0.20766015407493,Null,0.0006714679412115556,0.09512202901009914,0.02584783552844411,0.00038785213511140237,-1.2439908814820755,-0.2608848787332283
-0.9898868482902041,-1.16479492187,-0.263671875,0.01324452661593663,0.11479090774338009,0.192873584977551,0.0224609375,0.80969238281,0.020796120618985822,0.14384025153887386,-0.004568917413163268,-0.61181640625,0.22277832031,0.021727164433155356,0.14702486712591975,1.0308959692559694,0.66674480626,1.4235383826,0.009884279793844155,0.09916576926992485,Null,6.759507716851799e-05,0.03421240707996276,0.008200622191384106,0.00010411446043343376,3.9919696779542573,2.154547468568818
-0.4770753211565464,-1.69226074218,0.81213378906,0.5787562321121025,0.7587970430656229,0.3101605287501031,-0.05480957031,0.90393066406,0.07343435462921119,0.270288414527944,-0.35865201654871137,-1.12976074218,0.22277832031,0.1302080951070011,0.3599123773351326,1.0516327175405153,0.4529269542,1.82197425369,0.12516653089025712,0.3528758175147442,Null,0.010759365114394778,0.4492839289799804,0.10345967557205667,-0.0008194962038441134,-0.43292387254852693,0.31950216626336286
-1.0571621400490574,-1.27282714843,-0.8798828125,0.007955047789486707,0.08895728370752046,0.1299499192144503,-0.58093261718,0.40270996093,0.04046318509562423,0.20062735595874737,0.1280594271489005,-0.17785644531,0.41796875,0.013814820838708898,0.1172283751222126,1.097736189654712,0.92310481557,1.30906151339,0.0078013174712627175,0.08809354617207969,Null,0.0005305837558740443,0.10284680975996707,0.02297402512514122,0.0003085409727606771,-0.04252028910236616,-0.2958871557824228
-0.9790318265832979,-1.22790527343,-0.32958984375,0.02683091045423648,0.16336521308233692,0.05596599173042553,-0.29907226562,0.677734375,0.061771304757716576,0.2478764490380817,0.007432653548191481,-0.56457519531,0.31140136718,0.03410566368225764,0.18418537015073913,1.0373871609282443,0.89751779502,1.2724265667,0.007614311440033338,0.08702763804354004,Null,0.015267449623530856,0.5663484515999926,0.12323246238352871,0.0011866749897335518,5.438586654810189,2.5004589335407315
