avg_accX,min_accX,max_accX,var_accX,std_accX,avg_accY,min_accY,max_accY,var_accY,std_accY,avg_accZ,min_accZ,max_accZ,var_accZ,std_accZ,avg_magnitude,min_magnitude,max_magnitude,var_magnitude,std_magnitude,var_pressure,range_pressure,std_pressure,slope_pressure,kurtosis_pressure,skew_pressure,Label
-0.8371494838132144,-1.04919433593,-0.3544921875,0.03597082228212033,0.18917530937899935,0.29175489775642854,0.1455078125,0.455078125,0.006017003485969775,0.07737121227299193,0.42609514508515295,0.12719726562,0.93481445312,0.0509466681724001,0.22513714973750706,1.0282913221159182,0.94311069188,1.15558213844,0.0025877493041396938,0.050739989175871456,0.013381609217326115,0.35047428593009045,0.11538342905682421,0.0007787000740359307,-1.2534642827377267,-0.337401146192361,Null
-0.67098449706645,-1.23791503906,0.05908203125,0.17700574772258218,0.4196673908989943,0.22430480956784998,-0.07971191406,0.89770507812,0.045173574331819406,0.2120087414711014,0.4987847900354001,0.06518554687,1.00524902343,0.10306758277007469,0.3202377942345724,1.031003507422,0.8164058667,1.2611074118,0.010021655934187086,0.09985763693637133,0.002410363900414471,0.23571521485996527,0.04897256457356914,0.00030205497545927884,1.5724601032909593,0.6253999120016099,Null
-0.62427917480125,-1.02685546875,-0.50817871093,0.012098338975009842,0.10971712391479642,0.7587084960899501,0.33447265625,0.86828613281,0.015523483471455945,0.12428139866487932,0.2260253906218,0.02600097656,0.37194824218,0.004737231000482325,0.0686552608725647,1.023549322736,0.91046986886,1.09277452838,0.000999587379735165,0.03153711215118609,0.0008708538376410708,0.1465944045900187,0.029436364728900634,-0.0002013929200557234,0.7557216868007535,0.13977361544534955,Null
-0.9919329833948001,-1.11535644531,-0.81567382812,0.0045207563324303505,0.06706826783783966,0.3253863525357,0.07885742187,0.64001464843,0.016839875434884452,0.12944371772206648,0.01457641601485,-0.12915039062,0.12878417968,0.0046560454589020415,0.06806441971843682,1.0533008493404,0.87168518652,1.23367932791,0.006496189432213598,0.08039719202218774,0.0023454990145020823,0.1924391325499073,0.0483091245980464,1.894732010654055e-05,-0.5938282912796722,0.36725428646924585,Null
-0.6043395996060501,-1.00451660156,-0.41857910156,0.025411980498000947,0.15901232843874383,0.7343548583946001,0.36389160156,0.98217773437,0.024641324194425572,0.15658262219497235,0.31064514159765005,0.00671386718,0.50793457031,0.021034713620913432,0.1446704532819638,1.03005563593455,0.82489171509,1.215846963,0.010775657087127405,0.10354602262613358,0.008057850259541463,0.4410764924699606,0.08954083430616311,-0.0005594045211974962,1.946727947027381,0.8391899471117177,Null
-0.6147711181607999,-0.86608886718,-0.42553710937,0.013739543239046996,0.11692239102435324,0.7563262939413998,0.51306152343,1.01977539062,0.02039773641500695,0.14246314517422362,0.30508972167570003,0.06750488281,0.53796386718,0.012845392322538889,0.11305381621566869,1.0307853432617997,0.77403505919,1.37724459654,0.02741915943909873,0.1651728296116018,0.011042188675643777,0.48224869502996626,0.10481878520697308,-0.0008220361441651375,-0.17864226448559917,0.2882891520403751,stairs up
0.6357098388651999,-0.54272460937,1.19665527343,0.24193372880053157,0.49063638283002303,0.40594299316015,0.00903320312,1.6484375,0.16074737906156128,0.3999295465031978,-0.35144042968454997,-0.78833007812,0.51904296875,0.07035727806314644,0.2645855091890535,1.0529990926849002,0.50947452871,1.66656433675,0.05456602346080711,0.2330089984174497,0.00927172704313059,0.4820588792599665,0.09604878139734485,-0.00033490496214999446,5.321588038395758,2.1089414485531086,stairs up
0.05188171386664998,-1.14916992187,1.15869140625,0.6777176845674563,0.8211754356680545,0.44822326659805,0.13415527343,0.77819824218,0.026681054192254146,0.16293449273033894,0.23147155761584995,-0.4638671875,1.27893066406,0.1629945214768079,0.4027152205584287,1.0403483355065501,0.70983537195,1.49946843603,0.038097010735583296,0.19469598270612923,0.0027871567607580705,0.19701236960997903,0.052661380317594035,0.000402364299716018,-0.23492495926344015,0.7490094399035349,stairs up
-0.9592022705031501,-1.13854980468,-0.64111328125,0.017048532321422588,0.13024319429365772,0.35869750976220005,0.14013671875,0.61437988281,0.018133426693222,0.1343233395942637,0.1917413330047,-0.13000488281,0.47802734375,0.017336223442331454,0.1313375130155882,1.0553942746106,0.73370526596,1.31707679242,0.02401623587495286,0.15458381123383552,0.007068535017970164,0.3442662040899904,0.08386413025173703,-0.0002612164447831833,0.2586532682236773,1.003255998728506,Null
-1.00113037109005,-1.22338867187,-0.85168457031,0.006515884704906282,0.08051897466673151,0.3356170654265,0.11682128906,0.68103027343,0.018319644885737264,0.13501128345923008,0.10690917968439999,-0.24780273437,0.30078125,0.01508124150163375,0.12249830731126689,1.0758398568085499,0.91357677954,1.35372975955,0.00865949443560769,0.09282347205006745,0.0033673538326213863,0.18327393847994244,0.0578836510895631,7.193284441309804e-05,-0.9027017655939429,0.7620580351829187,Null
