avg_accX,min_accX,max_accX,var_accX,avg_accY,min_accY,max_accY,var_accY,avg_accZ,min_accZ,max_accZ,var_accZ,avg_magnitude,min_magnitude,max_magnitude,var_magnitude,avg_pressure,min_pressure,max_pressure,var_pressure,slope_pressure,Label
-0.6102220939828281,-0.73803710937,-0.49877929687,0.002165272776668568,0.7445253314359596,0.53186035156,0.87841796875,0.005621977108939199,-0.27399359808676765,-0.43115234375,0.02709960937,0.008841423119119857,1.0069359620212122,0.83383521325,1.13344598355,0.00434603931471694,969.8062905897945,969.75588869478,969.95800162819,0.0010319462339492553,1.584821727057261e-05,Null
-0.5661193847617999,-0.63525390625,-0.45739746093,0.0028221527058544258,0.7816699218717998,0.64807128906,0.96875,0.0022969957312789294,-0.2821472167937,-0.37817382812,0.00610351562,0.004388848451282573,1.0087303846913,0.86888440245,1.15129722013,0.003012125684838543,969.8550858157327,969.81215456613,969.99270352186,0.0032473177874275568,0.0011504980760459287,Null
-0.5670239257772998,-0.63562011718,-0.25854492187,0.011933866119243316,0.8341113281207998,0.24609375,1.1005859375,0.016074804922604106,-0.08449340820409999,-0.73571777343,0.08935546875,0.08054478934582403,1.0610725571412,0.81773360733,1.27221954936,0.006050434749665719,969.8109087182991,969.74758722184,969.85268652458,0.0006253545213492768,-0.00012869711053810427,Null
-0.10085205078149999,-0.38623046875,0.09252929687,0.026384472960256238,-0.3798693847620999,-0.53625488281,0.24609375,0.033870704816300244,-0.879871826168,-1.07995605468,-0.73571777343,0.006958485581285964,0.9938853971537001,0.78599087399,1.1460249271,0.00745420218222972,969.7777428227139,969.73426333831,969.81685599505,0.0003723973230236285,-0.00019626079702914689,Null
-0.7046020507776999,-1.10900878906,0.0185546875,0.14746884610296293,0.15714233398250002,-0.5068359375,0.55004882812,0.09435692390113262,-0.47738647460569994,-0.86596679687,-0.17504882812,0.06878011707569986,1.0198162076648998,0.73546240833,1.3163694269,0.016697313151038392,969.7719807115832,969.72120236012,969.81125291,0.0007106193664646732,0.0006655514148492373,Null
-0.9615136718706999,-0.9677734375,-0.95092773437,1.554780537036528e-05,0.27323608398060006,0.25122070312,0.29284667968,0.00010444129807498026,-0.20308593749620002,-0.21801757812,-0.19104003906,4.437200949788018e-05,1.0200749782982,1.01232136634,1.0305606026,2.03565114935748e-05,969.8240665347331,969.81125291,969.83569620468,3.072805433614852e-05,0.00012930544107975518,Null
-0.9637426757775001,-0.99938964843,-0.94543457031,0.00014884844573228933,0.2538623046828,0.22595214843,0.27185058593,0.00021036933166970197,-0.1783911132772,-0.20471191406,-0.12475585937,0.0006737169532935622,1.0129108890229,0.98766548212,1.04032714149,0.00010458629642551085,969.8338990131465,969.82277739828,969.85702056643,7.088057718456585e-05,8.685186515892212e-05,Null
-0.9684716796843,-1.02380371093,-0.93115234375,0.0004003276969294147,0.25014038085609996,0.16333007812,0.30590820312,0.001849676435309402,-0.18266357421569995,-0.29064941406,-0.13342285156,0.00240546247579046,1.0188891633958999,0.98883430928,1.07350208304,0.00035087927981861035,969.8348672975683,969.82325131086,969.84964067564,4.105526295833347e-05,-7.269939452661956e-05,Null
-0.9637353515589999,-0.97619628906,-0.94982910156,3.861167215261009e-05,0.24278808593380002,0.20068359375,0.28662109375,0.00042017532114492186,-0.18614257812199997,-0.26184082031,-0.14990234375,0.0005565151060068557,1.0116017307801999,0.99913890093,1.02426013208,4.851441166371023e-05,969.8381731525238,969.82848562763,969.84625286523,2.286788353848931e-05,-0.000101180713075257,Null
-0.9651062011683997,-0.970703125,-0.95886230468,9.71898136113161e-06,0.2465002441368,0.23852539062,0.25866699218,2.433135503221525e-05,-0.20161376952770002,-0.21313476562,-0.18371582031,3.0218585575885434e-05,1.0163122617035998,1.0093250088,1.02307081569,1.3611008556797752e-05,969.8385592034318,969.83525486081,969.84187788417,4.795617004506129e-06,5.988503917427672e-05,Null
-0.9817163085903999,-1.16223144531,-0.89465332031,0.0036513509113120157,0.27159057616829996,0.06030273437,0.48498535156,0.012219743793425882,-0.0864941406233,-0.24060058593,0.21166992187,0.019973617104548487,1.0383217294365,0.98720834565,1.18534215199,0.002407918029798952,969.8381794860129,969.81705739793,969.86244479243,0.00010330829714859537,4.831034505350568e-06,Null
-0.8711291503876001,-1.19763183593,0.31274414062,0.1533780156031152,0.39974731444929984,0.04602050781,0.74816894531,0.04591914013622323,-0.3439172363245999,-0.88427734375,0.05126953125,0.05695069367624599,1.1236281943927,0.79621401656,1.40602316616,0.02837174666086241,969.8444297496518,969.81200813886,969.91184522959,0.0006600828436735454,-5.703445790915292e-05,Null
-0.1310913085942,-0.76013183593,0.47180175781,0.20005373867149062,0.44774169921589996,-0.01110839843,0.94995117187,0.1298631548575389,-0.6068420410116,-1.00720214843,0.08825683593,0.12056577999537817,0.9906636445771001,0.61222005256,1.53698721258,0.05098809419223985,969.8528486855954,969.77087889781,970.02930245895,0.0051054964799336815,0.001696830819720343,Null
-0.5364257812455999,-0.681640625,-0.37573242187,0.005238569144026091,0.7890307617150001,0.69909667968,0.87585449218,0.0020886408620706975,0.36676391601139996,0.08825683593,0.50244140625,0.007817483747635377,1.0285238203670999,0.96594479706,1.14726853725,0.001989827840277179,969.8105699688978,969.69413935964,969.94733633675,0.006708655964834613,0.0011782960869499647,Null
-0.6001062011685999,-0.73876953125,-0.44177246093,0.0059858188048517134,0.7841223144496,0.66162109375,0.9091796875,0.004749374093210447,0.21604370116830002,0.04174804687,0.3623046875,0.008976780722644108,1.0194195405006001,0.94485948284,1.11110780942,0.001968476610750374,969.8185838826603,969.76714605983,969.88763250099,0.0008220555113569282,-0.0004232214795631393,Null
-0.7081237792934999,-0.869140625,-0.58764648437,0.0063841946123205425,0.6991760253873,0.60693359375,0.81579589843,0.004404552770013596,0.24699462890279997,0.14611816406,0.32238769531,0.0021777089135986936,1.0313759954337,1.00453250365,1.09285394885,0.00039706642427211506,969.8809529689757,969.78546584243,969.93999574559,0.000979685766453549,0.00028848003737111014,Null
-0.6063293456996999,-0.615234375,-0.58764648437,6.435898066275994e-05,0.8033325195273,0.79663085937,0.82080078125,4.2979012842090946e-05,0.18342529296490004,0.13696289062,0.20922851562,0.0005119005779118146,1.0233334436647001,1.01435853049,1.03175501306,2.5211868757789455e-05,969.8411788657994,969.80973164493,969.8707596841,0.00020909394905067232,0.00010657294243254469,Null
-0.6071643066365999,-0.623046875,-0.59655761718,7.061611974665582e-05,0.8011669921837999,0.79052734375,0.81408691406,4.679708770078519e-05,0.18194091796450004,0.16284179687,0.20239257812,0.00014861407303983252,1.0216931275596999,1.01303937873,1.03191115397,2.6325611764665933e-05,969.8466151613221,969.82219329543,969.85764072943,9.61527472147556e-05,-0.00017764983087925707,Null
-0.6642407226517,-0.74987792968,-0.623046875,0.0013284687501499072,0.7648071289024,0.68444824218,0.79650878906,0.0010457181870650951,0.16765624999509998,0.12756347656,0.21716308593,0.0006964406340680992,1.0282208111661,1.01658845099,1.0421184474,5.6752521692308535e-05,969.8524577236641,969.82219329543,969.89223950628,0.00026545796165295966,2.0375831251309685e-05,Null
-0.6398657226527998,-0.68530273437,-0.57861328125,0.000967360981802172,0.778784179683,0.73571777343,0.82116699218,0.0007471412119905104,0.1563378906218,0.01745605468,0.24731445312,0.007743055796350912,1.0245328483274998,1.0078348039,1.03793475969,7.060879453594138e-05,969.8570808042567,969.82297155339,969.88906847465,0.0002788413729687342,0.0003050389255807446,Null
-0.5811364746054999,-0.63732910156,-0.54528808593,0.0005070350552809326,0.8096240234340999,0.75634765625,0.84301757812,0.00040052705341724016,0.21723022460609998,0.16735839843,0.27941894531,0.001326354879057271,1.0210319106278,0.99596725109,1.04267488404,0.00010610830293837458,969.8469538809262,969.79598393135,969.8785378499,0.0006861392503467045,-0.0006543590109705751,Null
-0.6888134765579998,-0.76721191406,-0.60534667968,0.002375757188563274,0.7251770019489,0.66687011718,0.7763671875,0.0008210318181594366,0.22066650390200004,0.17224121093,0.27368164062,0.0010392766709294392,1.0261688566084,1.00906863036,1.07046233471,0.00021270539352671926,969.8759558219631,969.83195736727,969.98621003908,0.0010186107941779498,-0.00032288189216504173,Null
-0.6285839843701999,-0.66198730468,-0.60534667968,0.00022248773862098227,0.7540087890589001,0.73193359375,0.77941894531,0.00012222465843845536,0.2827111816375,0.24255371093,0.3232421875,0.0007689060752554851,1.0220604592971,1.00797064967,1.04180767853,6.827418243949128e-05,969.8632825282175,969.84014951938,969.88572089386,0.00023929256040165867,-0.00032630871830726375,Null
